id,line_item_quantity,unit_price,pack_price,line_item_value,line_item_insurance,sub_classification,dosage,weight
54827,3,0.07,2.16,6.49,0.01,Pediatric,50mg,Weight Captured Separately
54828,131704,0.17,5.19,683543.76,958.33,Adult,300/300mg,10818
54829,1475,0.11,6.6,9735.0,13.65,Adult,300mg,96
54934,6,0.39,11.84,71.03,0.07,Adult,250mg,Weight Captured Separately
54952,3000,0.43,13.0,39000.0,84.08,Adult,250mg,201
54955,20,0.06,15.53,310.55,0.67,Pediatric,10mg/ml,Weight Captured Separately
54956,450,0.38,22.77,10244.69,22.09,Adult,200mg,Weight Captured Separately
54957,100,0.78,23.26,2326.0,2.39,Adult,100mg,Weight Captured Separately
54960,4,0.5,30.24,120.98,0.15,Adult,150/200/30mg,Weight Captured Separately
54973,14420,0.26,30.82,444424.4,733.3,Adult,200/50mg,Weight Captured Separately
54984,2736,0.1,5.94,16251.84,20.1,Pediatric,100/25mg,328
55009,3,0.52,31.19,93.57,0.1,Adult,150/300mg,Weight Captured Separately
55018,312,0.55,66.6,20779.2,25.7,Adult,300mg,See ASN-17430 (ID#:24384)
55030,2000,1.68,50.4,100800.0,217.32,Adult,600/200/300mg,269
55049,54383,0.11,3.4,184902.2,259.23,Adult,600mg,4668
55050,2094,0.14,4.33,9067.02,19.55,Adult,600mg,Weight Captured Separately
55053,10,0.02,1.3,13.0,0.02,Adult,15mg,1
55083,4,0.45,13.5,54.01,0.06,Adult,250mg,Weight Captured Separately
55085,7840,0.01,1.75,13720.0,19.24,Pediatric,10mg/ml,2995
55093,99,0.11,3.32,328.31,0.41,Pediatric,50mg,Weight Captured Separately
55160,1600,0.44,26.11,41783.61,81.9,Adult,300mg,Weight Captured Separately
55180,100,0.3,36.16,3616.0,7.8,Adult,200/50mg,36
55220,20,0.21,12.82,256.48,0.26,Adult,200mg,Weight Captured Separately
55225,31680,0.16,4.67,147945.6,318.97,Adult,600mg,2970
55238,368,0.22,13.0,4784.0,6.71,Adult,300mg,See ASN-14517 (ID#:44737)
55253,26400,0.05,2.92,77088.0,166.2,Adult,200mg,3113
55297,100,0.26,15.74,1574.0,3.39,Adult,300mg,10
55304,15284,0.32,9.5,145198.0,170.9,Adult,600/300/300mg,See ASN-33143 (ID#:42190)
55322,31680,0.16,4.67,147945.6,318.97,Adult,600mg,2970
55331,53916,0.16,4.67,251787.72,542.85,Adult,600mg,4561
55376,18,0.61,206.51,3717.18,8.01,Adult,100mg,55
55401,264,0.1,30.82,8136.48,10.06,Pediatric,80/20mg/ml,257
55474,5320,1.68,50.4,268128.0,525.53,Adult,600/200/300mg,464
55522,27910,0.01,2.12,59169.2,97.63,Pediatric,10mg/ml,10346
55568,8,0.66,19.68,157.41,0.16,Adult,400mg,Weight Captured Separately
55643,10000,0.11,6.49,64900.0,66.72,Adult,150/300mg,See ASN-29768 (ID#:13555)
55706,384,0.05,2.92,1121.28,1.57,Adult,150/30mg,20
55712,15552,0.32,9.5,147744.0,173.89,Adult,600/300/300mg,See ASN-33266 (ID#:44615)
55716,6,0.47,14.22,85.31,0.09,Adult,400mg,Weight Captured Separately
55730,40,0.92,55.5,2220.0,2.28,Adult,400mg,Weight Captured Separately
55737,28755,0.04,2.6,74763.0,161.19,Adult,200mg,3392
55765,1,0.43,25.69,25.69,0.03,Pediatric,150mg,Weight Captured Separately
55783,9270,0.32,19.33,179189.1,351.21,Adult,300mg,1010
55862,2516,0.08,4.6,11573.6,16.23,Pediatric,60/30mg,118
55890,1152,0.5,30.28,34884.66,43.15,Adult,150/300mg,Weight Captured Separately
55894,9070,0.6,18.0,163260.0,167.83,Adult,300/100mg,Weight Captured Separately
55922,20,0.03,7.15,143.05,0.15,Pediatric,10mg/ml,Weight Captured Separately
56005,3184,0.03,1.99,6336.16,6.51,Pediatric,30/60mg,250
56022,5,0.42,24.95,124.77,0.13,Adult,300mg,Weight Captured Separately
56107,16185,0.11,6.49,105040.65,107.98,Adult,150/300mg,See ASN-28248 (ID#:48994)
56118,4500,0.08,4.53,20364.96,39.92,Adult,30mg,Weight Captured Separately
56125,37732,0.37,11.15,420711.8,520.42,Adult,600/300/300mg,4962
56165,2000,0.28,50.0,100000.0,215.6,Adult,400mg,518
56167,100,0.66,39.88,3988.5,8.6,Adult,300mg,Weight Captured Separately
56194,25811,0.15,4.59,118472.49,121.79,Adult,300/300mg,2829
56301,440,0.04,1.25,550.0,0.57,Pediatric,50mg,See ASN-27933 (ID#:22761)
56310,4,0.03,6.7,26.78,0.03,Pediatric,10mg/ml,Weight Captured Separately
56320,26540,0.12,7.43,197192.2,425.15,Adult,300mg,1431
56331,2160,0.21,25.0,54000.0,75.71,Adult,200/50mg,See ASN-15571 (ID#:21091)
56332,1200,0.25,7.58,9096.0,9.35,Adult,250mg,96
56335,800,0.67,20.0,16000.0,16.45,Adult,400mg,62
56395,11,0.73,21.83,240.14,0.25,Adult,200/300mg,Weight Captured Separately
56416,20617,0.11,3.4,70097.8,98.28,Adult,600mg,1770
56464,8,0.51,15.27,122.18,0.13,Adult,400mg,Weight Captured Separately
56465,38,0.38,11.27,428.22,0.44,Adult,600mg,Weight Captured Separately
56496,65,0.07,2.0,130.0,0.16,Pediatric,50mg,4
56505,129183,0.05,2.72,351377.76,579.77,Adult,200mg,Weight Captured Separately
58808,435,0.07,2.24,974.4,1.37,Pediatric,50mg,25
56550,645,0.11,38.36,24742.2,48.49,Adult,100mg,1210
56668,8245,0.14,8.2,67609.0,111.55,Adult,150/300mg,759
56679,2,0.08,23.45,46.9,0.06,Pediatric,80/20mg/ml,Weight Captured Separately
56716,6816,0.33,10.0,68160.0,80.22,Adult,600/300/300mg,2541
56734,23845,0.25,14.93,356005.85,587.41,Adult,300mg,2283
56748,56,0.07,2.0,112.0,0.14,Pediatric,50mg,See ASN-18910 (ID#:50309)
56772,41296,0.15,4.49,185419.04,259.96,Adult,300mg,See ASN-16123 (ID#:20371)
56836,6000,0.04,2.16,12960.0,15.25,Adult,200mg,See ASN-32265 (ID#:56716)
56837,2000,0.65,19.5,39000.0,40.09,Adult,300/100mg,280
56864,288,0.04,2.49,717.12,0.89,Adult,150/30mg,Weight Captured Separately
56870,3,0.3,17.75,53.24,0.05,Adult,200mg,Weight Captured Separately
56902,4,0.51,15.25,60.99,0.06,Adult,250mg,Weight Captured Separately
56906,7035,0.5,15.0,105525.0,130.53,Adult,300mg,440
56919,14,0.36,21.43,300.08,0.31,Adult,150/300mg,Weight Captured Separately
56940,16716,0.15,4.6,76893.6,95.12,Adult,300/300mg,1874
56950,33476,0.01,2.12,70969.12,153.01,Pediatric,10mg/ml,Weight Captured Separately
56957,564,0.19,11.45,6457.8,7.99,Adult,300mg,See ASN-24394 (ID#:16053)
64589,252,0.07,2.0,504.0,0.62,Pediatric,50mg,9
57016,400,0.04,4.5,1800.0,2.23,Pediatric,100mg,See ASN-24432 (ID#:40680)
57087,3115,0.67,20.0,62300.0,64.04,Adult,300/100mg,420
57117,25000,0.14,8.42,210500.0,347.32,Adult,150/300mg,2303
57218,15204,0.14,8.61,130906.44,256.58,Adult,150/300mg,See ASN-6266 (ID#:15368)
57257,122743,0.04,2.47,303175.21,653.65,Adult,150mg,Weight Captured Separately
57308,251,0.66,19.9,4996.06,6.18,Adult,400mg,Weight Captured Separately
57339,105813,0.14,4.3,454995.9,750.74,Adult,600mg,8351
57344,45,0.1,24.51,1102.97,1.13,Pediatric,20mg/ml,Weight Captured Separately
57377,24,0.23,13.74,329.7,0.34,Adult,200mg,Weight Captured Separately
57379,22008,0.14,8.61,189488.88,371.4,Adult,150/300mg,2148
57392,40860,0.04,2.34,95612.4,134.05,Adult,200mg,12945
57447,4980,0.13,8.1,40338.0,49.9,Adult,150/300/200mg,695
57449,4400,0.51,60.82,267608.0,275.1,Adult,200/50mg,1073
57493,2000,0.16,9.5,19000.0,40.96,Pediatric,50mg,391
57537,203,0.56,16.73,3395.39,4.2,Adult,600mg,Weight Captured Separately
57538,55000,0.08,2.39,131450.0,283.41,Pediatric,50mg,3099
57540,75,0.37,11.0,825.0,1.02,Pediatric,200mg,See ASN-20218 (ID#:20450)
57541,461,0.38,103.52,47723.35,78.74,Adult,200mg,238
57582,6437,0.13,8.1,52139.7,61.37,Adult,150/300/200mg,See ASN-32776 (ID#:40935)
57590,40000,0.15,4.6,184000.0,227.61,Adult,300/300mg,4620
57733,336,0.04,2.49,836.64,1.03,Adult,150/30mg,37
57738,44407,0.37,11.15,495138.05,612.49,Adult,600/300/300mg,5016
57747,2891,0.04,1.25,3613.75,5.07,Pediatric,50mg,156
57754,45,1.15,68.99,3104.58,3.19,Adult,300mg,Weight Captured Separately
57779,60000,0.13,8.1,486000.0,499.61,Adult,150/300/200mg,See ASN-31820 (ID#:16098)
57780,1676,0.9,53.71,90017.96,176.44,Adult,300/150/300mg,249
57812,1144,0.33,10.0,11440.0,13.46,Adult,600/300/300mg,See ASN-32270 (ID#:35968)
57819,12700,0.12,3.5,44450.0,45.69,Adult,600mg,See ASN-26927 (ID#:26612)
57826,8000,0.12,3.5,28000.0,32.96,Adult,600mg,See ASN-32262 (ID#:41943)
57852,88,1.27,76.11,6697.54,8.28,Adult,300mg,Weight Captured Separately
57862,46,0.26,23.59,1085.01,1.12,Pediatric,200mg,Weight Captured Separately
57866,1946,0.5,15.0,29190.0,36.11,Adult,300mg,122
57876,8146,0.16,9.71,79058.92,154.96,Adult,150mg,Weight Captured Separately
57886,72,1.27,76.11,5479.8,6.78,Adult,300mg,Weight Captured Separately
57902,386,0.16,9.5,3667.0,7.19,Pediatric,50mg,78
57905,6,0.47,14.22,85.31,0.09,Adult,400mg,Weight Captured Separately
57909,3,0.52,15.6,46.79,0.05,Adult,600mg,Weight Captured Separately
57977,675,0.03,6.83,4610.25,5.7,Pediatric,20mg/ml,See ASN-18919 (ID#:14578)
58025,204,5.03,301.53,61512.12,132.62,Pediatric,150mg,Weight Captured Separately
58039,1123,0.07,4.15,4660.45,6.53,Pediatric,30/50/60mg,See ASN-14517 (ID#:44737)
58064,1435,0.68,82.2,117957.0,194.63,Adult,200/50mg,355
58111,10702,0.01,2.12,22688.24,48.92,Pediatric,10mg/ml,3967
58173,47,0.4,12.09,568.37,0.58,Adult,600mg,Weight Captured Separately
58192,172428,0.05,2.87,494868.36,1066.94,Adult,200mg,10859
58202,21384,0.34,10.15,217047.6,223.12,Adult,600/300/300mg,2406
58264,2520,0.28,8.25,20790.0,40.75,Adult,300mg,See ASN-4872 (ID#:13652)
58311,520,0.1,30.82,16026.4,19.82,Pediatric,80/20mg/ml,242
58372,7000,0.04,1.25,8750.0,10.82,Pediatric,50mg,482
58425,1,0.08,19.97,19.97,0.04,Pediatric,20mg/ml,Weight Captured Separately
58440,3,0.1,3.0,8.99,0.01,Pediatric,50mg,Weight Captured Separately
58450,6,1.1,65.75,394.51,0.41,Adult,400mg,Weight Captured Separately
58482,7,0.5,30.24,211.71,0.26,Adult,150/200/30mg,Weight Captured Separately
58484,37470,0.37,11.15,417790.5,516.81,Adult,600/300/300mg,4927
58485,15,0.13,10.76,161.34,0.35,Adult,100mg,Weight Captured Separately
58491,580,0.03,33.1,19198.0,22.6,Malaria,500/25mg,500
58850,123,0.12,7.05,867.36,0.89,Adult,150mg,Weight Captured Separately
58494,1455,0.75,22.5,32737.5,40.5,Adult,300/100mg,See ASN-17750 (ID#:36539)
58504,5,0.47,14.22,71.09,0.07,Adult,400mg,Weight Captured Separately
58508,16354,0.18,5.5,89947.0,148.41,Adult,300mg,See ASN-14319 (ID#:19512)
58555,16645,0.04,2.35,39115.75,64.54,Adult,150mg,742
58556,70942,0.15,4.53,321367.26,692.87,Adult,600mg,6090
58713,4,0.23,27.51,110.05,0.11,Adult,100mg,Weight Captured Separately
58716,173,0.55,66.6,11521.8,16.15,Adult,300mg,35
58731,94,0.11,3.32,311.73,0.39,Pediatric,50mg,Weight Captured Separately
58744,17760,0.32,9.5,168720.0,198.58,Adult,600/300/300mg,Weight Captured Separately
58761,190,0.26,23.36,4438.36,4.56,Pediatric,200mg,Weight Captured Separately
58774,13444,0.04,2.6,34954.4,57.67,Adult,200mg,See ASN-11024 (ID#:15149)
58800,6,0.56,16.82,100.91,0.12,Adult,250mg,Weight Captured Separately
58801,3136,0.5,30.0,94080.0,202.84,Adult,300/150/300mg,492
58806,1440,0.64,19.05,27430.13,53.76,Adult,600mg,Weight Captured Separately
58852,30,0.69,41.23,1237.01,2.67,Adult,300mg,Weight Captured Separately
58918,3000,0.11,6.57,19702.5,38.62,Adult,150mg,Weight Captured Separately
58947,42032,0.15,4.62,194187.84,199.63,Adult,300/300mg,4559
58958,68,0.1,30.82,2095.76,2.94,Pediatric,80/20mg/ml,116
59046,45000,0.01,2.12,95400.0,205.68,Pediatric,10mg/ml,16260
59047,92500,0.35,10.5,971250.0,998.44,Adult,600/300/300mg,See ASN-27525 (ID#:38099)
59074,73,0.6,18.07,1319.03,1.36,Adult,300mg,Weight Captured Separately
59080,39132,0.04,2.25,88047.0,90.51,Adult,200mg,3978
59151,131138,0.04,2.47,323910.86,698.35,Adult,150mg,6360
59153,3470,0.68,82.2,285234.0,614.96,Adult,200/50mg,862
59189,7063,0.04,2.3,16244.9,20.09,Adult,200mg,412
59244,400,0.04,1.25,500.0,0.51,Pediatric,50mg,See ASN-26454 (ID#:15994)
59267,33405,0.11,6.85,228824.25,283.06,Adult,150/300mg,3751
59314,6,0.37,11.02,66.1,0.07,Adult,250mg,Weight Captured Separately
59334,2098,0.12,7.43,15588.14,33.61,Adult,300mg,124
59442,35820,0.12,7.15,256113.0,359.07,Adult,150/300mg,3114
59448,10700,0.12,3.55,37985.0,39.05,Adult,300mg,See ASN-26923 (ID#:13027)
59466,35,0.89,53.56,1874.71,1.93,Adult,300mg,Weight Captured Separately
59482,3000,0.13,8.1,24300.0,28.6,Adult,150/300/200mg,422
59500,1,0.42,24.95,24.95,0.03,Adult,300mg,Weight Captured Separately
59502,39550,0.35,10.43,412506.5,485.52,Adult,600/200/300mg,4840
59530,18,0.5,15.1,271.8,0.28,Adult,250mg,Weight Captured Separately
59566,9,0.08,2.42,21.81,0.02,Pediatric,50mg,Weight Captured Separately
59572,2600,0.34,20.31,52801.37,103.49,Adult,200mg,Weight Captured Separately
59624,5,0.56,16.82,84.1,0.1,Adult,250mg,Weight Captured Separately
59673,1000,0.08,7.0,7000.0,9.81,Pediatric,200mg,See ASN-15795 (ID#:16725)
59698,114,0.64,19.12,2179.73,2.24,Adult,300mg,Weight Captured Separately
59704,5590,0.01,2.12,11850.8,19.55,Pediatric,10mg/ml,2068
59715,60,0.1,30.82,1849.2,2.29,Pediatric,80/20mg/ml,113
59750,90,0.55,66.6,5994.0,7.41,Adult,300mg,Weight Captured Separately
59805,4084,0.12,7.25,29609.0,48.85,Adult,300mg,See ASN-11023 (ID#:37963)
59847,6,0.37,22.0,132.02,0.14,Pediatric,150mg,Weight Captured Separately
59867,3355,0.09,16.96,56900.8,111.53,Pediatric,30mg/ml,1006
59873,560,0.78,23.26,13025.6,21.49,Adult,100mg,67
59894,4,0.05,15.94,63.78,0.07,Pediatric,80/20mg/ml,Weight Captured Separately
59896,97380,0.11,6.59,641734.2,793.83,Adult,150/300mg,8722
59917,3,0.07,17.71,53.13,0.05,Pediatric,20mg/ml,Weight Captured Separately
59919,44,0.06,3.73,163.95,0.17,Adult,30mg,Weight Captured Separately
59928,14500,0.38,11.49,166605.0,206.09,Adult,600/300/300mg,1640
59970,5409,1.27,38.23,206791.05,255.8,Adult,600/200/300mg,Weight Captured Separately
59991,100000,0.24,7.35,735000.0,1030.47,Adult,200/300mg,9390
59994,268,1.14,68.32,18310.96,18.82,Adult,300mg,Weight Captured Separately
60000,25572,0.18,10.99,281036.28,463.71,Adult,150/300/200mg,3572
60004,189137,0.04,2.47,467168.39,1007.22,Adult,150mg,9173
60005,33022,0.14,8.13,268468.86,332.1,Adult,150/300/200mg,4190
60023,864,0.1,6.2,5356.8,7.51,Pediatric,60mg,46
60026,200,0.25,15.29,3058.27,6.59,Adult,300mg,Weight Captured Separately
60074,53571,0.11,3.3,176784.3,181.73,Adult,600mg,4974
60084,85000,0.04,2.22,188700.0,193.98,Adult,200mg,11125
60104,4640,0.9,53.71,249214.4,488.46,Adult,300/150/300mg,685
60105,3,0.73,21.83,65.49,0.07,Adult,200/300mg,Weight Captured Separately
60109,3794,0.1,30.82,116931.08,120.21,Pediatric,80/20mg/ml,3287
60112,18216,0.04,2.25,40986.0,42.13,Adult,200mg,1863
60160,90,0.17,10.28,925.2,1.81,Pediatric,100/25mg,17
60168,64771,0.26,7.82,506509.22,1092.03,Adult,300mg,4398
60261,400,0.3,36.0,14400.0,31.05,Adult,200/50mg,Weight Captured Separately
60273,2440,0.1,9.3,22692.0,23.33,Pediatric,200mg,163
60286,400,0.04,4.5,1800.0,2.23,Pediatric,100mg,See ASN-23448 (ID#:58372)
60299,6,0.07,2.17,13.03,0.01,Pediatric,50mg,Weight Captured Separately
60316,864,0.01,1.95,1684.8,1.73,Pediatric,10mg/ml,Weight Captured Separately
60375,387,0.09,2.81,1089.02,1.35,Pediatric,50mg,Weight Captured Separately
60391,25692,0.15,4.53,116384.76,250.93,Adult,600mg,Weight Captured Separately
60439,770,0.44,26.11,20108.36,39.41,Adult,300mg,Weight Captured Separately
60502,79250,0.22,6.65,527012.5,869.57,Adult,300mg,7397
60545,32112,0.35,10.43,334928.16,394.21,Adult,600/200/300mg,3989
60573,16,0.11,3.32,53.06,0.07,Pediatric,50mg,Weight Captured Separately
60626,5000,0.04,2.5,12500.0,20.62,Adult,200mg,See ASN-13475 (ID#:15772)
60690,6100,0.04,1.25,7625.0,7.84,Pediatric,50mg,353
60778,20000,0.19,11.19,223800.0,276.84,Adult,300mg,2039
60779,84143,0.04,2.37,199418.91,429.95,Adult,150mg,See ASN-10127 (ID#:17949)
60811,15,0.11,38.36,575.4,1.24,Adult,100mg,53
60812,192,0.09,16.96,3256.32,6.38,Pediatric,30mg/ml,54
71893,21203,0.11,3.24,68697.72,70.62,Adult,600mg,2471
60816,3,0.79,47.13,141.39,0.15,Adult,600mg,Weight Captured Separately
60818,2145,0.11,6.85,14693.25,24.24,Adult,100mg,309
60841,784,0.43,13.0,10192.0,16.82,Adult,250mg,See ASN-14125 (ID#:22658)
60866,18,0.23,27.51,495.23,0.51,Adult,100mg,Weight Captured Separately
60964,40,0.07,15.64,625.57,1.35,Pediatric,10mg/ml,Weight Captured Separately
60978,76615,0.22,6.65,509489.75,840.66,Adult,300mg,Weight Captured Separately
61009,11640,0.01,3.0,34920.0,75.29,Pediatric,10mg/ml,4440
61090,3240,0.3,36.16,117158.4,252.59,Adult,200/50mg,800
61105,100,0.9,54.0,5400.0,6.36,Adult,600mg,Weight Captured Separately
61111,502,0.3,36.0,18072.0,18.58,Adult,100mg,119
61186,10,0.78,23.44,234.38,0.24,Adult,200/300mg,Weight Captured Separately
61190,10249,0.14,8.2,84041.8,138.67,Adult,150/300mg,5495
61191,2460,0.12,7.0,17220.0,24.14,Pediatric,60/30mg,173
61271,11036,0.01,1.3,14346.8,17.75,Pediatric,10mg/ml,2385
61274,3,0.3,18.03,54.1,0.06,Adult,300mg,Weight Captured Separately
61282,38433,0.36,10.74,412770.42,424.33,Adult,600/300/300mg,4656
61354,38,0.5,14.85,564.39,0.58,Adult,300mg,Weight Captured Separately
61364,42500,0.13,8.04,341700.0,479.06,Pediatric,100/25mg,3868
61416,64738,0.26,7.82,506251.16,1091.48,Adult,300mg,4457
61417,6,0.37,11.02,66.1,0.07,Adult,250mg,Weight Captured Separately
61418,625,0.11,6.85,4281.25,6.0,Adult,100mg,86
61436,61751,0.1,3.15,194515.65,228.94,Adult,600mg,Weight Captured Separately
61473,13,0.38,22.54,293.03,0.3,Adult,150/300mg,Weight Captured Separately
61520,2468,0.01,2.93,7231.24,15.59,Pediatric,10mg/ml,907
61550,24024,0.11,6.49,155915.76,192.87,Adult,150/300mg,2082
61563,56,0.91,306.88,17185.28,37.05,Adult,100mg,168
61612,1000,0.6,18.0,18000.0,18.5,Adult,300/100mg,132
61614,58489,0.15,4.51,263785.39,435.25,Adult,600mg,4972
61623,2293,0.04,1.25,2866.25,3.55,Pediatric,50mg,122
61658,2,0.89,26.76,53.51,0.06,Adult,200/300mg,Weight Captured Separately
61659,52158,0.22,6.65,346850.7,572.3,Adult,300mg,4868
61694,6,0.03,7.15,42.91,0.04,Pediatric,10mg/ml,Weight Captured Separately
61696,10935,0.04,2.6,28431.0,61.3,Adult,200mg,See ASN-7487 (ID#:48120)
61697,7,0.3,18.03,126.22,0.13,Adult,300mg,Weight Captured Separately
61715,4192,0.04,8.5,35632.0,49.96,Pediatric,20mg/ml,1514
64186,121307,0.04,2.2,266875.4,330.12,Adult,200mg,7912
61737,11904,0.35,10.5,124992.0,128.49,Adult,600/300/300mg,See ASN-29376 (ID#:13766)
61783,65763,0.42,12.49,821379.87,1016.05,Adult,600/200/300mg,8182
61811,228,1.11,33.33,7598.95,9.4,Adult,200/300mg,Weight Captured Separately
61882,2,0.04,2.53,5.06,0.01,Adult,150mg,1
61959,111348,0.11,3.19,355200.12,439.38,Adult,600mg,6953
61980,2295,0.09,16.96,38923.2,54.57,Pediatric,30mg/ml,687
62024,17584,0.13,8.1,142430.4,167.64,Adult,150/300/200mg,2446
62037,1400,0.18,10.95,15330.0,18.04,Adult,300mg,See ASN-32265 (ID#:56716)
62046,540,0.1,30.82,16642.8,20.59,Pediatric,80/20mg/ml,519
62047,16383,0.05,2.92,47838.36,103.14,Adult,200mg,1935
62059,922,0.28,50.0,46100.0,99.39,Adult,400mg,See ASN-11129 (ID#:32064)
62077,39015,0.34,10.25,399903.75,411.1,Adult,600/300/300mg,See ASN-30463 (ID#:15460)
62107,300,0.01,1.85,555.0,0.78,Pediatric,10mg/ml,See ASN-14875 (ID#:35053)
62113,5196,0.09,16.96,88124.16,190.0,Pediatric,30mg/ml,1489
62116,39201,0.04,2.25,88202.25,90.67,Adult,200mg,3986
62152,1887,0.16,9.5,17926.5,38.65,Pediatric,50mg,312
62158,34,0.38,11.27,383.14,0.39,Adult,600mg,Weight Captured Separately
62159,2040,0.01,1.51,3080.4,3.81,Pediatric,10mg/ml,See ASN-19819 (ID#:13739)
62164,300,0.27,16.09,4826.37,9.46,Adult,300mg,Weight Captured Separately
62168,3,0.46,13.82,41.45,0.04,Adult,300mg,Weight Captured Separately
62194,12200,0.12,3.5,42700.0,43.9,Adult,600mg,See ASN-30942 (ID#:19840)
62227,51,0.27,23.87,1217.19,1.51,Pediatric,200mg,Weight Captured Separately
62256,9,0.51,15.27,137.45,0.14,Adult,400mg,Weight Captured Separately
62295,400,0.05,1.56,624.0,0.64,Pediatric,50mg,41
62319,480,0.3,36.16,17356.8,37.42,Adult,200/50mg,127
62370,11,0.56,16.82,185.01,0.23,Adult,250mg,Weight Captured Separately
62390,869,0.11,6.82,5923.93,7.33,Adult,150mg,Weight Captured Separately
62400,559,0.75,22.42,12532.78,24.56,Adult,400mg,46
62413,7245,0.11,3.25,23546.25,29.13,Adult,600mg,622
62421,912,0.46,13.81,12596.09,14.83,Adult,600mg,Weight Captured Separately
62516,7078,0.51,60.82,430483.96,603.54,Adult,200/50mg,1724
62521,2688,0.53,32.0,86016.0,168.59,Adult,300/150/300mg,421
62549,52,0.11,6.61,343.51,0.35,Adult,150mg,Weight Captured Separately
62555,22600,0.25,30.0,678000.0,950.56,Adult,200/50mg,5734
62586,111,0.3,36.0,3996.0,5.6,Adult,100mg,24
62594,1,0.64,19.05,19.05,0.04,Adult,600mg,Weight Captured Separately
62603,1,0.79,47.13,47.13,0.05,Adult,600mg,Weight Captured Separately
62634,17760,0.33,10.0,177600.0,209.04,Adult,600/300/300mg,2516
62709,1836,0.51,60.82,111665.52,138.13,Adult,200/50mg,439
62712,150,0.1,30.82,4623.0,5.44,Pediatric,80/20mg/ml,170
62730,136980,0.14,4.3,589014.0,971.87,Adult,600mg,10832
62761,350,0.11,6.85,2397.5,2.97,Adult,100mg,56
62795,257,0.32,29.05,7465.87,9.24,Pediatric,200mg,Weight Captured Separately
62801,86843,0.22,6.65,577505.95,952.88,Adult,300mg,8106
62808,138,0.15,9.14,1261.73,1.3,Adult,150mg,Weight Captured Separately
62814,20000,0.04,2.15,43000.0,44.2,Adult,150mg,980
62830,1080,0.07,2.0,2160.0,2.54,Adult,300mg,Weight Captured Separately
62853,17,0.48,14.27,242.61,0.3,Adult,250mg,Weight Captured Separately
62879,2000,0.23,7.0,14000.0,30.18,Adult,300mg,111
62935,252,0.1,30.82,7766.64,9.14,Pediatric,80/20mg/ml,316
62942,392,0.35,94.43,37017.53,72.55,Adult,200mg,202
62948,14663,0.13,8.1,118770.3,139.79,Adult,150/300/200mg,Weight Captured Separately
62968,2520,0.04,2.4,6048.0,11.85,Adult,150mg,See ASN-5132 (ID#:22186)
62980,19776,0.17,5.1,100857.6,141.4,Adult,300/300mg,2122
62988,3,0.3,35.42,106.26,0.11,Adult,100mg,Weight Captured Separately
62990,691,0.01,2.1,1451.1,1.8,Pediatric,10mg/ml,See ASN-17672 (ID#:15352)
63044,4872,0.25,7.5,36540.0,71.62,Adult,300mg,See ASN-6252 (ID#:36969)
63047,11,0.42,24.95,274.5,0.28,Adult,300mg,Weight Captured Separately
63073,1014,0.12,7.0,7098.0,8.78,Pediatric,25mg,247
63106,38707,0.14,8.13,314687.91,389.27,Adult,150/300/200mg,4926
63174,2610,0.21,12.49,32598.9,45.7,Adult,300mg,See ASN-16472 (ID#:20383)
63186,427,0.32,19.33,8253.91,16.18,Adult,300mg,62
63228,3,0.42,24.95,74.86,0.08,Adult,300mg,Weight Captured Separately
63274,249,0.26,15.89,3956.61,8.53,Adult,300mg,See ASN-7510 (ID#:35983)
63292,400,0.78,23.26,9304.0,9.56,Adult,100mg,52
63297,56500,0.34,10.25,579125.0,595.34,Adult,600/300/300mg,7324
63308,71,0.11,3.32,235.46,0.29,Pediatric,50mg,Weight Captured Separately
63355,3393,0.18,21.8,73967.4,76.04,Adult,200/50mg,901
63362,21,0.19,17.04,357.91,0.37,Pediatric,200mg,Weight Captured Separately
63401,454,0.55,66.6,30236.4,37.4,Adult,300mg,79
63432,16800,0.26,30.82,517776.0,854.33,Adult,200/50mg,4213
63438,80516,0.13,8.1,652179.6,806.75,Adult,150/300/200mg,11646
63466,300,0.38,22.53,6758.47,13.25,Adult,200mg,Weight Captured Separately
63468,632,0.55,16.57,10473.05,12.96,Adult,600mg,Weight Captured Separately
63486,683,0.2,12.25,8366.75,10.35,Adult,300mg,See ASN-19859 (ID#:59267)
63502,300,0.15,9.04,2712.0,5.85,Pediatric,100/25mg,37
63555,1270,0.75,22.5,28575.0,40.06,Adult,300/100mg,See ASN-18558 (ID#:27015)
63561,6914,0.1,30.82,213089.48,250.81,Pediatric,80/20mg/ml,6090
63582,60,0.29,26.03,1561.82,1.93,Pediatric,200mg,Weight Captured Separately
63648,28,0.28,50.0,1400.0,3.02,Adult,400mg,7
63782,113020,0.14,4.3,485986.0,801.88,Adult,600mg,8826
63802,65072,0.05,2.87,186756.64,402.65,Adult,200mg,4194
63807,6500,0.04,1.25,8125.0,10.05,Pediatric,50mg,406
63817,47970,0.47,14.1,676377.0,948.28,Adult,600/300/300mg,5438
63826,340,0.1,30.82,10478.8,12.96,Pediatric,80/20mg/ml,336
63907,150,0.76,45.62,6843.0,11.29,Pediatric,25mg,Weight Captured Separately
63915,15881,0.11,3.3,52407.3,73.48,Adult,600mg,See ASN-17075 (ID#:20697)
63956,2910,0.15,4.62,13444.2,13.82,Adult,300/300mg,352
64020,48264,0.01,2.02,97493.28,210.2,Pediatric,10mg/ml,17436
64087,2500,0.07,52.8,132000.0,185.06,ACT,20/120mg,1746
